,X Coordinate,Y Coordinate,Stress Rating,Timestamp,Element,Subject Number,Temperature (C),Temperature (F)
618,30.629050000000003,-96.35348,2.0,1616353470000,"['Litter (dumping, broken glass weeds, graffiti)', 'Abandoned vehicle', 'Poor walking surface', 'Blocked sidewalk', 'No sidewalk']",S14,18.9,66.0
619,30.620700000000003,-96.33782000000001,3.0,1616457603600,"['Crosswalk and pedestrian light missing', 'High speed of traffic', 'Litter (dumping, broken glass weeds, graffiti)']",S14,20.0,68.0
620,30.619960000000003,-96.34379000000001,3.0,1616467017600,"['Lack of street lights', 'No benches', 'Lack of street lights', 'No benches']",S14,19.4,67.0
621,30.61503,-96.34023,3.0,1616516463600,"['High speed of traffic', 'No sidewalk']",S14,17.8,64.0
622,30.616070000000004,-96.33962000000001,3.0,1616527362000,"['Crosswalk and pedestrian light missing', 'High speed of traffic']",S14,23.3,74.0
623,30.616750000000003,-96.33696,4.0,1616528987400,['High speed of traffic'],S14,23.3,74.0
624,30.616400000000002,-96.33905000000001,4.0,1616531136000,"['High speed of traffic', 'Rowdy people']",S14,23.9,75.0
625,30.61728,-96.34703,2.0,1616546976000,['No benches'],S14,25.6,78.0
626,30.61278,-96.34237,2.0,1616552984100,"['Lack of street lights', 'No benches']",S14,18.3,65.0
627,30.611190000000004,-96.34188,3.0,1616638007700,"['Lack of street lights', 'Lack of street lights']",S14,20.0,68.0
628,30.616750000000003,-96.34412,2.0,1616713138800,"['Weather condition', 'No sidewalk', 'No benches']",S14,22.8,73.0
629,30.612700000000004,-96.34196000000001,3.0,1616722338600,['Lack of street lights'],S14,20.6,69.0
630,30.609030000000004,-96.3438,,1616805457500,['No sidewalk'],S14,26.1,79.0
631,30.612840000000002,-96.34209000000001,1.0,1616811953100,"['Unattended dogs', 'Weather condition']",S14,22.8,73.0
632,30.579950000000004,-96.31191000000001,3.0,1616892067500,['no crosswalks'],S14,26.7,80.0
633,30.598830000000003,-96.29918,3.0,1616899534500,['no street lights'],S14,23.9,75.0
634,30.618750000000002,-96.33964,3.0,1617114512400,['Poor walking surface'],S14,19.4,67.0
635,30.617530000000002,-96.34171,2.0,1617121936200,['High speed of traffic'],S14,21.7,71.0
636,30.61699,-96.34231000000001,1.0,1617134950800,['Weather condition'],S14,27.2,81.0
637,30.616670000000003,-96.34266000000001,1.0,1617138740700,"['Weather condition', 'No sidewalk']",S14,27.8,82.0
638,30.61285,-96.34228,2.0,1617144588000,"['Abandoned vehicle', 'Weather condition', 'No benches']",S14,27.8,82.0
639,30.617610000000003,-96.34072,2.0,1617199776000,"['Crosswalk and pedestrian light missing', 'Tree missing']",S14,16.7,62.0
640,30.611300000000004,-96.34178000000001,1.0,1617230181300,['Lack of street lights'],S14,21.1,70.0
641,30.611620000000002,-96.34232,2.0,1617239220000,"['Weather condition', 'Lack of street lights']",S14,17.2,63.0
642,30.624990000000004,-96.35265000000001,1.0,1617240138000,"['High speed of traffic', 'Lack of crosswalk', 'No benches']",S14,17.2,63.0
643,30.618340000000003,-96.34052000000001,2.0,1617287295000,"['Poor walking surface', 'Steep sidewalk slope']",S14,11.7,53.0
644,30.615890000000004,-96.34201,2.0,1617299839200,"['High speed of traffic', 'No benches']",S14,17.2,63.0
645,30.636470000000003,-96.32004,2.0,1617333340500,['no street lights; high traffic'],S14,13.9,57.0
646,30.63294,-96.32948,1.0,1617340926600,['high traffic'],S14,12.2,54.0
647,30.62074,-96.34791000000001,1.0,1617342934200,['high traffic'],S14,12.2,54.0
648,30.614800000000002,-96.34245000000001,1.0,1617377464800,['High speed of traffic'],S14,13.9,57.0
649,30.602860000000003,-96.33219000000001,4.0,1617395712000,"['Litter (dumping, broken glass weeds, graffiti)', 'Abandoned vehicle', 'Poor walking surface', 'Blocked sidewalk', 'Lack of crosswalk', 'No benches']",S14,20.6,69.0
650,30.62262,-96.3498,3.0,1615605637500,"['High speed of traffic', 'car almost hit me']",S13,22.2,72.0
651,30.619270000000004,-96.34662,2.0,1615605165000,"['Rowdy people', 'people without masks nearby']",S13,22.2,72.0
652,30.62139,-96.3485,2.0,1615680115800,"['stressed from mental thoughts', 'stressed from mental thoughts']",S13,25.0,77.0
653,30.612500000000004,-96.34021000000001,1.0,1615848099000,['construction'],S13,27.2,81.0
654,30.612840000000002,-96.34013,2.0,1615856356500,['Construction'],S13,25.6,78.0
655,30.622030000000002,-96.34951000000001,2.0,1615955761200,['stranger stopped me to talk'],S13,23.3,74.0
656,30.621280000000002,-96.34852000000001,2.0,1615956457800,['cop car nearby'],S13,23.3,74.0
657,30.618190000000002,-96.34611000000001,2.0,1616020178400,['Rowdy people'],S13,23.9,75.0
658,29.27005,-103.27793000000001,4.0,1616101746000,['Poor walking surface'],S13,NaN,
659,29.27267,-103.28438000000001,4.0,1616100195600,"['Poor walking surface', 'Steep sidewalk slope']",S13,NaN,
660,29.164360000000002,-103.6157,3.0,1616269754400,['Poor walking surface'],S13,NaN,
661,29.319750000000003,-103.61241000000001,2.0,1616335287000,['Poor walking surface'],S13,NaN,
662,30.623990000000003,-96.35169,2.0,1616554473600,['High speed of traffic'],S13,18.3,65.0
663,30.62327,-96.35075,3.0,1616991924000,['Rowdy people'],S13,13.9,57.0
664,30.618640000000003,-96.34702000000001,2.0,1617335189400,"['Poor walking surface', 'Blocked sidewalk']",S13,13.9,57.0
665,30.619110000000003,-96.35123,2.0,1617414167400,['catcalling'],S13,16.7,62.0
666,30.618550000000003,-96.34694,3.0,1617511310400,['Rowdy people'],S13,13.9,57.0
667,30.619790000000002,-96.34684000000001,2.0,1617597524100,"['Rowdy people', 'Rowdy people']",S13,15.6,60.0
668,30.620490000000004,-96.34797,2.0,1617649032600,['Rowdy people'],S13,20.6,69.0
669,30.62085,-96.34284000000001,3.0,1617321436800,['Loud truck noise.'],S23,20.6,69.0
670,30.620290000000004,-96.34344,3.0,1617321525900,['loud truck noise.'],S23,20.6,69.0
671,30.61877,-96.34671,1.0,1617322225800,['construction'],S23,19.4,67.0
672,30.619110000000003,-96.34654,,1617322280400,[],S23,19.4,67.0
673,30.630920000000003,-96.35072000000001,4.0,1617324370800,['Crosswalk and pedestrian light missing'],S23,19.4,67.0
674,30.633580000000002,-96.35056,1.0,1617409250700,['High speed of traffic'],S23,18.9,66.0
675,30.630470000000003,-96.34987000000001,3.0,1617489474600,['High speed of traffic'],S23,18.9,66.0
676,30.631670000000003,-96.35008,3.0,1617585222000,"['Litter (dumping, broken glass weeds, graffiti)', 'Blocked sidewalk', 'High speed of traffic']",S23,17.2,63.0
677,30.633210000000002,-96.35267,2.0,1617586446000,"['Litter (dumping, broken glass weeds, graffiti)', 'Poor walking surface', 'water on sidewalk']",S23,17.2,63.0
678,30.622200000000003,-96.34935,2.0,1617586482000,"['Litter (dumping, broken glass weeds, graffiti)', 'Poor walking surface', 'Steep sidewalk slope', 'Lack of street lights']",S23,17.2,63.0
679,30.633670000000002,-96.35058000000001,2.0,1617647229600,"['Crosswalk and pedestrian light missing', 'No sidewalk', 'Lack of crosswalk', 'cross traffic; poor visibility']",S23,20.6,69.0
680,30.625410000000002,-96.34883,3.0,1617647374800,"['No sidewalk', 'Lack of crosswalk', 'Crosswalk and pedestrian light missing', 'Litter (dumping, broken glass weeds, graffiti)']",S23,20.6,69.0
681,30.627150000000004,-96.35101,3.0,1617647533200,"['No sidewalk', 'Lack of street lights', 'Lack of crosswalk']",S23,20.6,69.0
682,30.586520000000004,-96.28963,3.0,1617651097500,"['Litter (dumping, broken glass weeds, graffiti)', 'Lack of street lights', 'Lack of crosswalk', 'siren; pull over']",S23,22.8,73.0
683,30.623400000000004,-96.3451,4.0,1617650976000,"['Poor walking surface', 'Lack of street lights', 'Lack of crosswalk', 'Litter (dumping, broken glass weeds, graffiti)']",S23,22.8,73.0
684,30.624330000000004,-96.34403,3.0,1617651084000,"['High speed of traffic', 'Litter (dumping, broken glass weeds, graffiti)', 'No sidewalk', 'Lack of street lights', 'Lack of crosswalk']",S23,22.8,73.0
685,30.624080000000003,-96.34284000000001,3.0,1617651219000,"['No sidewalk', 'Lack of street lights', 'Lack of crosswalk', 'High speed of traffic', 'Litter (dumping, broken glass weeds, graffiti)']",S23,22.8,73.0
686,30.626070000000002,-96.35246000000001,2.0,1617666882900,['No sidewalk'],S23,23.9,75.0
687,30.62411,-96.3502,2.0,1617667125300,['Poor walking surface'],S23,23.9,75.0
688,30.625200000000003,-96.34808000000001,2.0,1617667458600,['No sidewalk'],S23,23.3,74.0
689,30.625320000000002,-96.34365000000001,3.0,1617844589400,['High speed of traffic'],S23,22.8,73.0
690,30.624650000000003,-96.34372,3.0,1617844668600,['Poor walking surface'],S23,22.8,73.0
691,30.622180000000004,-96.34783,3.0,1617845183400,['Lack of street lights'],S23,22.8,73.0
692,30.62459,-96.34724000000001,4.0,1617846037200,['No sidewalk'],S23,22.8,73.0
693,30.633760000000002,-96.35069000000001,1.0,1617928529700,['High speed of traffic'],S23,28.3,83.0
694,30.628020000000003,-96.33518000000001,2.0,1617978952200,['wrong turn by driver'],S23,22.8,73.0
695,30.592850000000002,-96.2912,2.0,1617979504200,['merge'],S23,22.8,73.0
696,30.643580000000004,-96.34995,2.0,1617984531300,['narrow driveway and oncoming large vehicle.'],S23,23.9,75.0
697,30.624550000000003,-96.34794000000001,3.0,1618010997600,['High speed of traffic'],S23,27.8,82.0
698,30.623040000000003,-96.34704,2.0,1618012330800,"['hard to see the street I need to turn into', 'No sidewalk']",S23,27.8,82.0
699,30.62441,-96.34802,4.0,1618102009800,"['High speed of traffic', 'Blocked sidewalk', 'No sidewalk']",S23,23.9,75.0
700,30.626910000000002,-96.35366,5.0,1618102811700,"['Blocked sidewalk', 'No sidewalk', 'High speed of traffic']",S23,21.7,71.0
701,30.629580000000004,-96.35459,3.0,1618103197800,['oncoming pedestrians on narrow sidewalk'],S23,21.7,71.0
702,30.633470000000003,-96.35326,5.0,1618103702700,"['High speed of traffic', 'Crosswalk and pedestrian light missing', 'poor visibility of oncoming hi speed traffic']",S23,21.7,71.0
703,30.630580000000002,-96.34972,3.0,1618185716100,"['poison ivy', 'No sidewalk']",S23,27.8,82.0
704,30.629920000000002,-96.34490000000001,2.0,1618186332600,"['all path here is dirt trail', 'Steep sidewalk slope', 'No sidewalk']",S23,27.8,82.0
705,30.628230000000002,-96.34464000000001,2.0,1618186494600,"['potholes', 'Poor walking surface', 'No sidewalk']",S23,27.8,82.0
706,30.62974,-96.34894000000001,2.0,1618187013000,['twigs; bad walking surface'],S23,27.8,82.0
707,30.607480000000002,-96.30943,2.0,1618252562400,['quick stop for red light'],S23,25.0,77.0
708,30.58395,-96.28716000000001,2.0,1618259517600,['deciding whether to try to turn on red light'],S23,27.8,82.0
709,30.600540000000002,-96.30139000000001,4.0,1618260226800,['waiting to make left turn without light and heavy traffic'],S23,27.8,82.0
710,30.635360000000002,-96.34885000000001,2.0,1618261062000,['sun in eyes backing into driveway'],S23,27.8,82.0
711,30.63106,-96.35061,4.0,1618274761200,"['Crosswalk and pedestrian light missing', 'High speed of traffic']",S23,27.8,82.0
712,30.62899,-96.3529,2.0,1618275064800,"['Litter (dumping, broken glass weeds, graffiti)', 'tree debris on road', 'Poor walking surface', 'No sidewalk']",S23,27.8,82.0
713,30.630290000000002,-96.35000000000001,3.0,1618276048200,"['Crosswalk and pedestrian light missing', 'High speed of traffic']",S23,25.6,78.0
714,30.609320000000004,-96.3117,2.0,1618338881400,['judging whether I would get through traffic light'],S23,26.1,79.0
715,30.634780000000003,-96.35130000000001,1.0,1618346670000,['backing into my driveway'],S23,27.8,82.0
716,30.6304,-96.34968,3.0,1618355928000,"['Crosswalk and pedestrian light missing', 'High speed of traffic']",S23,27.8,82.0
717,30.62816,-96.34785000000001,2.0,1618356201000,['Unattended dogs'],S23,27.8,82.0
718,30.62751,-96.34701000000001,3.0,1618356298500,['No sidewalk'],S23,27.8,82.0
719,30.626810000000003,-96.34576000000001,4.0,1618356435000,"['High speed of traffic', 'Crosswalk and pedestrian light missing']",S23,27.8,82.0
720,30.597160000000002,-96.2968,2.0,1618425593700,['would light change?'],S23,24.4,76.0
721,30.612540000000003,-96.34558000000001,2.0,1618431421800,['deciding where it would be safe to get out of the car on Wellborn Rd'],S23,24.4,76.0
722,30.633560000000003,-96.35323000000001,3.0,1618434604500,"['Crosswalk and pedestrian light missing', 'High speed of traffic']",S23,25.6,78.0
723,30.62355,-96.35026,2.0,1618433772900,['No sidewalk'],S23,24.4,76.0
724,30.617590000000003,-96.34127000000001,2.0,1618327462500,['Lack of crosswalk'],S24,23.9,75.0
725,30.614610000000003,-96.33937,2.0,1618337694000,['Lack of crosswalk'],S24,26.1,79.0
726,30.61501,-96.30521,2.0,1618360071000,['unprotected left turn'],S24,27.2,81.0
727,30.61277,-96.31746000000001,2.0,1618366041000,['poor road conditions'],S24,26.1,79.0
728,30.614040000000003,-96.31750000000001,3.0,1618367606100,['trying to get in the left lane with a bunch of traffic coming'],S24,26.1,79.0
729,30.613920000000004,-96.33851000000001,1.0,1618418100000,['Poor walking surface'],S24,23.9,75.0
730,30.613390000000003,-96.35063000000001,2.0,1618424678100,"[""american flags on hanging in people's driveways"", 'poor road conditions']",S24,24.4,76.0
731,29.722620000000003,-95.79989,2.0,1618424584500,['really LARGE ant hill. like; it was at least a foot long.'],S24,26.0,79.0
732,29.723070000000003,-95.79999000000001,3.0,1618424561100,['Weather condition'],S24,26.0,79.0
733,30.613440000000004,-96.34089,1.0,1618429510800,"['High speed of traffic', 'Poor walking surface']",S24,24.4,76.0
734,30.514380000000003,-96.20817000000001,2.0,1618430555400,['political signs'],S24,24.4,76.0
735,30.597240000000003,-96.32018000000001,3.0,1618443168000,['poor road conditions'],S24,23.9,75.0
736,30.606610000000003,-96.34848000000001,3.0,1618447209000,['construction'],S24,22.8,73.0
737,30.598300000000002,-96.31771,3.0,1618449490800,"['Litter (dumping, broken glass weeds, graffiti)', 'poor road conditions']",S24,22.2,72.0
738,29.72219,-95.80343,3.0,1618449877200,['GIGANTIC ant hill'],S24,21.0,70.0
739,29.7206,-95.8054,3.0,1618449726000,['High speed of traffic'],S24,21.0,70.0
740,30.638230000000004,-96.29392000000001,3.0,1618451412000,['construction'],S24,22.2,72.0
741,30.621550000000003,-96.34202,2.0,1618456038900,['poor road conditions'],S24,21.7,71.0
742,30.628650000000004,-96.33573000000001,2.0,1618458261000,['poor road conditions'],S24,21.7,71.0
743,30.629880000000004,-96.33742000000001,2.0,1618462926000,['poor road conditions'],S24,20.6,69.0
744,30.63641,-96.31936,2.0,1618464000300,['potholes'],S24,20.6,69.0
745,30.613950000000003,-96.34032,2.0,1618520272800,"['High speed of traffic', 'Poor walking surface', 'Lack of crosswalk']",S24,20.0,68.0
746,30.631940000000004,-96.32261000000001,3.0,1618521186600,"['High speed of traffic', 'Poor walking surface', 'No sidewalk', 'Lack of crosswalk']",S24,20.0,68.0
747,30.628700000000002,-96.32617,3.0,1618530244500,['poor road conditions'],S24,17.2,63.0
748,30.624270000000003,-96.32853000000001,3.0,1618530303000,['poor road conditions'],S24,17.2,63.0
749,30.622270000000004,-96.31055,3.0,1618531262400,"['guy on bike almost hit me', 'fast incoming traffic']",S24,17.8,64.0
750,30.615620000000003,-96.34578,3.0,1618531478400,"['bad personal experience at this location', 'Lack of street lights']",S24,17.8,64.0
751,30.628200000000003,-96.31174000000001,2.0,1618541137200,['many parked cars along the side of the road which makes it hard to drive through'],S24,16.7,62.0
752,30.6184,-96.30448000000001,2.0,1618782867000,"['Crosswalk and pedestrian light missing', 'Poor walking surface', 'Lack of street lights', 'Rowdy people']",S24,18.3,65.0
753,30.617510000000003,-96.3404,4.0,1618782765600,['guy on a scooter was about to drive off a bunch of stairs but stopped just before he did'],S24,18.3,65.0
754,30.615600000000004,-96.34044,3.0,1618782859200,"['Crosswalk and pedestrian light missing', 'got lost', 'Lack of street lights']",S24,18.3,65.0
755,30.61915,-96.30348000000001,3.0,1618783518000,['crossing high traffic roads'],S24,19.4,67.0
756,30.622130000000002,-96.31036,2.0,1618785654000,"['loud constant noise coming from building (air conditioning?)', 'turning onto a busy road']",S24,19.4,67.0
757,30.616280000000003,-96.34296,3.0,1618786007400,['Rowdy people'],S24,19.4,67.0
758,30.612700000000004,-96.34247,2.0,1618785768000,"['High speed of traffic', 'Rowdy people', 'people on scooters turned right as I was about to cross the street']",S24,19.4,67.0
759,30.63689,-96.31923,3.0,1618788183600,['poor road conditions'],S24,19.4,67.0
760,30.614680000000003,-96.33946,2.0,1618850175000,"['Rowdy people', 'Rowdy people', 'Poor walking surface']",S24,19.4,67.0
761,30.605750000000004,-96.36006,2.0,1618855384800,"['man appeared out of nowhere; scared me', 'incoming traffic']",S24,20.6,69.0
762,30.617230000000003,-96.34068,2.0,1618855303800,"['Litter (dumping, broken glass weeds, graffiti)', 'dumpsters']",S24,20.6,69.0
763,30.615070000000003,-96.34174,3.0,1618855482000,['people taking pictures for graduation without their masks on; visitors without masks'],S24,20.6,69.0
764,30.611410000000003,-96.34686,2.0,1618860733200,"['High speed of traffic', 'car about to run me over :(', 'construction']",S24,21.1,70.0
765,30.612500000000004,-96.34329000000001,2.0,1618860999600,['high traffic area'],S24,21.1,70.0
766,30.61418,-96.33983,2.0,1618861266000,['Lack of crosswalk'],S24,21.1,70.0
767,30.636760000000002,-96.31927,2.0,1618877988000,['high traffic area'],S24,20.6,69.0
768,30.632330000000003,-96.32228,1.0,1618928972400,['Lack of crosswalk'],S24,16.7,62.0
769,30.614700000000003,-96.33902,2.0,1618930154400,['construction'],S24,16.7,62.0
770,30.612540000000003,-96.34301,3.0,1618945688100,['Rowdy people'],S24,25.6,78.0
771,30.614230000000003,-96.33980000000001,2.0,1618945908900,"['Poor walking surface', 'Lack of crosswalk']",S24,25.6,78.0
772,30.614310000000003,-96.33874,2.0,1619018410800,['biker biked by me on side walk and scared me'],S24,10.0,50.0
773,30.61447,-96.34002000000001,2.0,1619018465400,['High speed of traffic'],S24,10.0,50.0
774,30.611340000000002,-96.34696000000001,3.0,1619033280000,['High speed of traffic'],S24,17.2,63.0
775,30.61267,-96.34436000000001,2.0,1619033524200,['High speed of traffic'],S24,17.2,63.0
776,30.6124,-96.34346000000001,2.0,1619033916000,['High speed of traffic'],S24,17.2,63.0
777,30.612920000000003,-96.34229,2.0,1619034006000,['Rowdy people'],S24,17.2,63.0
778,30.613630000000004,-96.34078000000001,2.0,1619034180000,['Rowdy people'],S24,17.2,63.0
779,30.61417,-96.34001,3.0,1619034276000,['High speed of traffic'],S24,17.2,63.0
780,30.614500000000003,-96.33933,3.0,1619034324000,['tripped on poor pavement'],S24,17.2,63.0
781,30.635820000000002,-96.31902000000001,2.0,1619045931000,['high traffic'],S24,18.9,66.0
782,30.614570000000004,-96.33957000000001,1.0,1619107275000,['Poor walking surface'],S24,18.9,66.0
783,30.605690000000003,-96.34994,3.0,1619114951700,['dirt in eyes due to poor pavement'],S24,21.1,70.0
784,30.608420000000002,-96.34593000000001,3.0,1619115362100,['High speed of traffic'],S24,21.1,70.0
785,30.612370000000002,-96.34020000000001,3.0,1619115943500,['High speed of traffic'],S24,21.1,70.0
786,30.607350000000004,-96.30922000000001,2.0,1619131395000,['crossing traffic'],S24,20.6,69.0
787,30.62281,-96.31024000000001,2.0,1619132933700,['crossing traffic'],S24,20.6,69.0
788,30.631780000000003,-96.33062000000001,2.0,1619136708000,['traffic'],S24,20.0,68.0
789,30.622220000000002,-96.31072,2.0,1619148472200,['crossing traffic'],S24,18.9,66.0
790,30.61248,-96.34353,3.0,1619198767200,"['Weather condition', 'loud noise from bus']",S24,23.3,74.0
791,30.611280000000004,-96.34717,3.0,1619198938800,['High speed of traffic'],S24,23.3,74.0
792,30.625400000000003,-96.32977000000001,2.0,1619291530800,['bad roads'],S24,25.6,78.0
793,30.617480000000004,-96.33943000000001,3.0,1619292465300,['Rowdy people'],S24,25.6,78.0
794,30.615450000000003,-96.34029000000001,1.0,1619301294000,['construction'],S24,27.2,81.0
795,30.612690000000004,-96.31597000000001,2.0,1619302591800,"['Crosswalk and pedestrian light missing', 'Poor walking surface', 'Lack of street lights', 'traffic']",S24,26.7,80.0
796,30.624950000000002,-96.33049000000001,2.0,1619303347200,['traffic'],S24,26.7,80.0
797,30.62216,-96.32790000000001,3.0,1619384490000,['high speed traffic'],S24,27.8,82.0
798,30.62582,-96.32276,2.0,1619389535700,['potholes'],S24,28.3,83.0
799,30.61482,-96.32780000000001,3.0,1619450686800,['construction'],S24,21.1,70.0
800,30.613450000000004,-96.32959000000001,3.0,1619450699400,['construction'],S24,21.1,70.0
801,30.61323,-96.32874000000001,3.0,1619451456000,['construction'],S24,21.1,70.0
802,30.62985,-96.325,3.0,1619451666000,['I almost hit a squirrel'],S24,21.1,70.0
803,30.630390000000002,-96.31843,2.0,1619463277800,['bad drivers'],S24,26.1,79.0
804,30.62948,-96.31733000000001,2.0,1619463394800,['Lack of crosswalk'],S24,26.1,79.0
805,30.62798,-96.31671000000001,2.0,1619463582000,['Abandoned vehicle'],S24,26.1,79.0
806,30.633270000000003,-96.32134,3.0,1619465196600,"['High speed of traffic', 'Lack of crosswalk']",S24,27.2,81.0
807,30.63659,-96.31936,2.0,1619480161200,['high speed of traffic'],S24,27.2,81.0
808,30.638220000000004,-96.31451000000001,2.0,1619496518400,['object in road'],S24,22.2,72.0
809,30.614290000000004,-96.33998000000001,2.0,1619539279200,['Rowdy people'],S24,24.4,76.0
810,30.605970000000003,-96.34932,2.0,1619546088000,"['High speed of traffic', 'land besides sidewalk was torn up']",S24,24.4,76.0
811,30.608020000000003,-96.34634000000001,3.0,1619546384400,"['High speed of traffic', 'biker passed me up from behind me on the sidewalk and scared me']",S24,24.4,76.0
812,30.609550000000002,-96.34385,2.0,1619546587200,['Steep sidewalk slope'],S24,25.0,77.0
813,30.624370000000003,-96.32844000000001,2.0,1619550324000,['potholes'],S24,25.6,78.0
814,30.612270000000002,-96.31814000000001,4.0,1619551812000,['high speed of traffic; obstacles blocking view; almost hit a few cars'],S24,25.6,78.0
815,30.61229,-96.34552000000001,3.0,1619634370800,['Steep sidewalk slope'],S24,29.4,85.0
816,30.61135,-96.34731000000001,3.0,1619634428400,['almost hit by cars'],S24,29.4,85.0
817,30.612630000000003,-96.34354,2.0,1619638984500,['sirens'],S24,29.4,85.0
818,30.625470000000004,-96.34408,2.0,1618316751000,"['No sidewalk', 'Lack of crosswalk']",S27,21.7,71.0
819,30.625780000000002,-96.34400000000001,3.0,1618335963000,"['No sidewalk', 'Lack of crosswalk']",S27,27.2,81.0
820,30.622960000000003,-96.34679000000001,3.0,1618336377000,"['Poor walking surface', 'No sidewalk']",S27,27.2,81.0
821,30.625100000000003,-96.34395,1.0,1618403196000,"['Poor walking surface', 'Lack of crosswalk']",S27,21.1,70.0
822,30.623390000000004,-96.34303000000001,3.0,1618423152000,"['cross street came up twice', 'Poor walking surface', 'No sidewalk', 'Lack of crosswalk', 'High speed of traffic', 'cars driving recklessly through parking lot']",S27,23.3,74.0
823,30.620500000000003,-96.34366000000001,3.0,1618425398400,['cars backing out of parking lot'],S27,24.4,76.0
824,30.622560000000004,-96.34655000000001,2.0,1618521656400,"['Crosswalk and pedestrian light missing', 'No sidewalk', 'Lack of crosswalk']",S27,20.0,68.0
825,30.624050000000004,-96.34783,2.0,1618522405200,"['overgrown trees and bushes blocking path', 'No sidewalk', 'Lack of crosswalk']",S27,20.0,68.0
826,30.615810000000003,-96.34315000000001,2.0,1618787961300,['slow walkers'],S27,19.4,67.0
827,30.616930000000004,-96.34428000000001,2.0,1618788007200,['Poor walking surface'],S27,19.4,67.0
828,30.62262,-96.34660000000001,2.0,1618834882500,"['Unfamiliar route to Lake Somerville; I was not driving', 'Lack of crosswalk']",S27,9.4,49.0
829,30.620330000000003,-96.34525000000001,1.0,1618945621200,"['Snake', 'Crosswalk and pedestrian light missing']",S27,25.6,78.0
830,30.62214,-96.34907000000001,2.0,1618949932800,"['Unattended dogs', 'Poor walking surface']",S27,26.7,80.0
831,30.62563,-96.34409000000001,3.0,1619027419200,"['Unfamiliar path', 'Crosswalk and pedestrian light missing', 'Lack of crosswalk']",S27,13.9,57.0
832,30.653430000000004,-96.33693000000001,3.0,1619044893600,['Busy intersection'],S27,18.9,66.0
833,30.63849,-96.32154000000001,4.0,1619044956000,['spring loop road felt narrow effectively because cars were parked on both sides'],S27,18.9,66.0
834,30.62573,-96.35354000000001,2.0,1619045429700,"['Litter (dumping, broken glass weeds, graffiti)', 'Poor walking surface']",S27,18.9,66.0
835,30.62656,-96.35448000000001,3.0,1619051457300,"['Unattended dogs', 'Litter (dumping, broken glass weeds, graffiti)', 'Poor walking surface']",S27,17.8,64.0
836,30.61698,-96.34415000000001,2.0,1619116084500,"['No paths at this point', 'Lack of crosswalk']",S27,21.1,70.0
837,30.62561,-96.34421,2.0,1619199465000,"['Crosswalk and pedestrian light missing', 'Lack of street lights']",S27,23.3,74.0
838,30.625770000000003,-96.35345000000001,2.0,1619319180000,['Blocked sidewalk'],S27,21.1,70.0
839,30.62282,-96.34684000000001,2.0,1619439483900,"['Litter (dumping, broken glass weeds, graffiti)', 'large trash containers on the street', 'Blocked sidewalk']",S27,18.3,65.0
840,30.621440000000003,-96.34270000000001,2.0,1619458975500,['Lack of crosswalk'],S27,24.4,76.0
841,30.623680000000004,-96.34751000000001,3.0,1619460381600,"['High speed of traffic', 'Blocked sidewalk', 'No sidewalk', 'Lack of crosswalk']",S27,26.1,79.0
842,30.627160000000003,-96.35498000000001,2.0,1619558688900,"['Crosswalk and pedestrian light missing', 'High speed of traffic', 'Lack of crosswalk']",S27,26.1,79.0
843,30.622690000000002,-96.34674000000001,1.0,1619612367000,"['Crosswalk and pedestrian light missing', 'Litter (dumping, broken glass weeds, graffiti)', 'Lack of crosswalk']",S27,23.3,74.0
844,30.62666,-96.34318,2.0,1619612880000,['puddles'],S27,23.3,74.0
845,30.623780000000004,-96.34756,2.0,1619632051200,"['Crosswalk and pedestrian light missing', 'High speed of traffic', 'Lack of crosswalk']",S27,29.4,85.0
846,30.623260000000002,-96.32955000000001,2.0,1618428871200,['Many car'],S29,24.4,76.0
847,30.62674,-96.35518,2.0,1618454787000,['Lack of street lights'],S29,21.7,71.0
848,30.62112,-96.34846,2.0,1618542141900,"['Poor walking surface', 'Lack of street lights']",S29,16.7,62.0
849,30.61998,-96.34729,2.0,1618631450700,"['High speed of traffic', 'Weather condition']",S29,16.1,61.0
850,30.620480000000004,-96.34499000000001,2.0,1618718702400,"['High speed of traffic', 'Rowdy people']",S29,12.8,55.0
851,30.621850000000002,-96.34962,2.0,1618888730400,"['High speed of traffic', 'Lack of street lights']",S29,18.3,65.0
852,30.621170000000003,-96.34838,2.0,1618980561600,"['Litter (dumping, broken glass weeds, graffiti)', 'Lack of street lights']",S29,13.9,57.0
853,30.621750000000002,-96.34330000000001,2.0,1619053120200,['Lack of crosswalk'],S29,17.8,64.0
854,30.626780000000004,-96.35511000000001,2.0,1619147797200,['High speed of traffic'],S29,18.9,66.0
855,30.61933,-96.34923,2.0,1619236072800,"['Rowdy people', 'No sidewalk', 'Lack of street lights']",S29,19.4,67.0
856,30.626700000000003,-96.35479000000001,3.0,1619324176800,['High speed of traffic'],S29,20.0,68.0
857,30.61916,-96.34645,2.0,1619381168400,"['High speed of traffic', 'Rowdy people']",S29,27.2,81.0
858,30.626790000000003,-96.35528000000001,2.0,1619392612500,['High speed of traffic'],S29,27.8,82.0
859,30.626810000000003,-96.35512000000001,2.0,1619496798000,['High speed of traffic'],S29,22.2,72.0
860,30.622500000000002,-96.34097000000001,2.0,1619571849000,['High speed of traffic'],S29,24.4,76.0
